id,estado,nombre
1,true,Rom 
2,true,Gitano
3,true,Negro
4,true,Mulato
5,true,Afrocolombiano
6,true,Afrodescendiente
7,true,Raizal
8,true,Palenquero de San Basilio
9,true,Indígena
10,true,Ninguno
