id,estado,nombre
1,true,DE 1 A 30 DIAS (HASTA 1 MES)
3,true,SUPERIOR A 180 DIAS (ENTRE 7 Y 12 MESES)
4,true,SUPERIOR A 365 DIAS (SUPERIOR A 1 AÑO)
5,true,NO INFORMA
2,true,DE 31 DIAS A 180 DIAS (ENTRE 2 Y 6 MESES)
