id,estado,nombre,pais_id_id
1,1,Amazonas,1
2,1,Arauca,1
3,1,Cundinamarca,1
4,1,La Guajira,1
5,1,Antioquia,1
6,1,Casanare,1
7,1,Boyacá,1
8,1,Santander,1
