id,estado,fecha,expediente_id_id,medio_seguimiento_id_id,recomendacion_al_usuario
1,1,2022-12-09,454,1,
2,1,2022-12-09,454,1,No hay observacion
3,1,2022-12-09,454,1,No hay observacion
4,1,2022-12-09,454,1,No hay observacion
5,1,2022-12-09,454,1,No hay observacion
6,1,2022-12-09,454,1,No hay observacion
