id,estado,numero_radicado,numero_caso,fecha_registro,caso_gratuito,asunto_juridico_definible,fecha_finalizacion,expediente_pre_cerrado,expediente_cerrado,area_id_id,inicio_conflicto_id_id,solicitante_servicio_id_id,subtema_id_id,tipo_servicio_id_id,estado_expediente_id_id,Finalidad_servicio_id_id,identificador_sicaac
461,1,S202211CCJIT016,2022-452,2022-12-02,1,0,,0,0,1,1,1,1,1,1,1,1
462,1,S202211CCJIT016,2022-453,2022-11-30,1,0,,0,0,,,,,,1,,1
463,1,S202211CCJIT004,2022-454,2022-11-30,1,0,,0,0,,,,,,1,,1
464,1,S202211CCJIT016,2022-455,2022-11-30,1,0,,0,0,,,,,,1,,1
465,1,S202211CCJIT004,2022-456,2022-12-01,1,0,,0,0,,,,,,1,,1
466,1,S202211CCJIT004,2022-457,2022-12-01,1,0,,0,0,,,,,,1,,1
467,1,S202211CCJIT004,2022-458,2022-12-01,1,0,,0,0,,,,,,1,,1
468,1,S202211CCJIT004,2022-459,2022-12-06,1,0,,0,0,,,,1,,3,,1
469,1,S202211CCJIT004,2022-460,2022-12-01,1,0,,0,0,,,,,,1,,1
470,1,S202211CCJIT004,2022-461,2022-12-01,1,0,,0,0,,,,,,1,,1
471,1,S202211CCJIT004,2022-462,2022-12-01,1,0,,0,0,,,,,,1,,1
472,1,S202211CCJIT004,2022-463,2022-12-06,1,0,,0,0,,,,,,3,,1
473,1,S202211CCJIT016,2022-464,2022-12-02,1,0,,0,0,,,,,,1,,1
474,1,S202211CCJIT016,2022-465,2022-12-06,1,0,,0,0,,,,1,,4,,1
475,1,S202211CCJIT004,2022-466,2022-12-02,1,0,,0,0,,,,,,1,,1
476,1,S202211CCJIT004,2022-467,2022-12-02,1,0,,0,0,,,,,,1,,1
477,1,S202211CCJIT004,2022-468,2022-12-06,1,0,,0,0,,,,,,3,,1
478,1,S202211CCJIT004,2022-469,2022-12-06,1,0,,0,0,,,,1,,3,,1
479,1,S202211CCJIT004,2022-470,2022-12-07,1,0,,0,0,,,,,,1,,
480,1,S202211CCJIT004,2022-471,2022-12-07,1,0,,0,0,,,,,,1,,
